id,name,overview,synonym,update_by,published_at,created_by,updated_by,created_at,updated_at,belongs_to
144,Mất vị giác,,,,2022-01-14 04:41:38.036+00,1,1,2022-01-14 04:41:36.355+00,2022-01-14 04:41:38.048+00,
180,Tăng huyết áp,,,,2022-01-14 06:51:20.213+00,1,1,2022-01-14 06:51:18.539+00,2022-01-14 06:51:20.232+00,
146,Động kinh,,,,2022-01-14 04:43:27.007+00,1,1,2022-01-14 04:43:25.276+00,2022-01-14 04:43:27.018+00,
152,Giảm vận động,,,,2022-01-14 04:46:04.404+00,1,1,2022-01-14 04:46:02.87+00,2022-01-14 04:46:04.416+00,
224,Răng lốm đốm màu,,,,2022-01-14 07:42:17.262+00,2,2,2022-01-14 07:42:15.861+00,2022-01-14 07:42:17.274+00,
269,Sợ thức ăn có nhiều dầu mỡ,,,,2022-01-14 09:05:51.361+00,2,2,2022-01-14 09:05:49.067+00,2022-01-14 09:05:51.377+00,
271,Hoảng loạn,,,,2022-01-14 09:06:45.389+00,1,1,2022-01-14 09:06:43.376+00,2022-01-14 09:06:45.431+00,
328,Tăng cân,,,,2022-01-14 14:15:01.159+00,3,3,2022-01-14 14:14:57.594+00,2022-01-14 14:15:01.174+00,
531,Đau ở hạ vị,,,,2022-01-16 11:35:04.506+00,2,2,2022-01-16 11:35:02.011+00,2022-01-16 11:35:04.518+00,
390,Nghén nặng,"Nghén nặng: bệnh nhân buồn nôn và nôn nhiều, người mệt mỏi, đôi khi có phù, có protein niệu và có thể tăng huyết áp. Bệnh nhân có thể được chẩn đoán nhầm là dọa sẩy trong giai đoạn đầu của bệnh.
",,,2022-01-15 06:57:27.295+00,2,2,2022-01-15 06:57:20.004+00,2022-01-15 06:57:27.314+00,
631,Căng thẳng,,,,2022-01-18 02:38:10.372+00,1,1,2022-01-18 02:38:08.939+00,2022-01-18 02:38:10.383+00,
587,Mắt trũng,,,,2022-01-17 11:08:55.523+00,1,1,2022-01-17 11:08:54.086+00,2022-01-17 11:08:55.533+00,
632,Giảm trí nhớ,,,,2022-01-18 02:38:44.195+00,1,1,2022-01-18 02:38:42.806+00,2022-01-18 02:38:44.209+00,
736,Mũi xẹp xuống,,,,2022-01-18 04:38:14.989+00,1,1,2022-01-18 04:38:12.654+00,2022-01-18 04:38:15.001+00,
1,Chóng mặt và hoa mắt,"Chóng mặt - Dizziness là một thuật ngữ không chính xác bệnh nhân thường sử dụng để mô tả các cảm giác liên quan khác nhau, bao gồm<br>Xỉu (cảm giác ngất đi sắp xảy ra)<br>Mê sảng<br>Cảm giác mất thăng bằng hoặc không ổn định<br>Cảm giác không vững<br>Cảm giác quay<br>Chóng mặt - Vertigo là một cảm giác sai lầm về chuyển động của bản thân hoặc môi trường. Thông thường, cảm giác được mô tả là quay vòng - một cảm giác quay hoặc lăn - nhưng một số bệnh nhân đơn giản chỉ cảm thấy bị kéo sang một bên. Chóng mặt không phải là một chẩn đoán - nó là một mô tả của một cảm giác.<br>Cả hai cảm giác có thể đi kèm với buồn nôn và nôn hoặc khó giữ thăng bằng, đi bộ, hoặc cả hai.<br>Có lẽ vì những cảm giác này khó mô tả bằng lời nói, bệnh nhân thường sử dụng từ ""dizziness"", ""vertigo"" và các thuật ngữ khác thay thế và không nhất quán. Những bệnh nhân khác có rối loạn giống nhau có thể mô tả các triệu chứng của họ rất khác nhau. Một bệnh nhân thậm chí có thể đưa ra các mô tả khác nhau về cùng một sự kiện ""chóng mặt"" trong suốt một lần khám phụ thuộc vào cách đặt câu hỏi. Do sự khác biệt này, mặc dù choáng váng dường như là một nhóm nhỏ của chóng mặt, nhiều bác sĩ lâm sàng thích xem xét hai triệu chứng cùng nhau.<br>Tuy nhiên, chúng được miêu tả, ""dizziness và vertigo"" có thể gây rối loạn và thậm chí còn bất lực, đặc biệt khi đi kèm với buồn nôn và nôn. Các triệu chứng gây ra những vấn đề cụ thể cho những người thực hiện một nhiệm vụ nghiêm trọng hoặc nguy hiểm như lái xe, bay, hoặc vận hành máy móc hạng nặng.<br>Chóng mặt chiếm từ 5 đến 6% số lượt khám bác sĩ. Nó có thể xảy ra ở mọi lứa tuổi nhưng trở nên phổ biến hơn khi tuổi càng ngày càng tăng; nó ảnh hưởng đến khoảng 40% số người trên 40 tuổi vào một thời điểm nào đó. Chóng mặt có thể là tạm thời hoặc mãn tính. Chóng mặt mạn tính, được định nghĩa là kéo dài > 1 tháng, phổ biến hơn ở người cao tuổi.","[""chóng mặt"", ""hoa mắt""]",Nam,2022-01-12 12:30:27.74+00,1,1,2022-01-12 10:06:17.148+00,2022-01-14 03:39:02.161+00,
147,Ảo giác,,,,2022-01-14 04:43:46.184+00,1,1,2022-01-14 04:43:44.709+00,2022-01-14 04:43:46.195+00,
150,Giảm cảm giác,,,,2022-01-14 04:45:25.622+00,1,1,2022-01-14 04:45:24.001+00,2022-01-14 04:45:25.633+00,
181,Thiếu máu,,,,2022-01-14 06:55:32.243+00,1,1,2022-01-14 06:55:30.629+00,2022-01-14 06:55:32.256+00,
225,"Phù bìu, vú",,,,2022-01-14 07:43:46.757+00,1,1,2022-01-14 07:43:45.119+00,2022-01-14 07:43:46.77+00,
270,Lo lắng,,,,2022-01-14 09:06:29.442+00,1,1,2022-01-14 09:06:26.674+00,2022-01-14 09:06:29.462+00,
329,Suy nhược cơ thể,,,,2022-01-14 14:21:11.149+00,3,3,2022-01-14 14:21:09.107+00,2022-01-14 14:21:11.164+00,
391,Tử cung lớn,"Tử cung lớn so với tuổi thai: gặp ở ½ người bệnh. Cũng có thể tử cung nhỏ hơn tuổi thai do sự thoái triển của thai trứng.
",,,2022-01-15 06:58:02.626+00,2,2,2022-01-15 06:58:00.679+00,2022-01-15 06:58:02.671+00,
457,Nhồi máu cơ tim,,,,2022-01-15 15:27:58.661+00,3,3,2022-01-15 15:27:56.88+00,2022-01-15 15:27:58.672+00,
533,Hen suyễn,,,,2022-01-16 11:38:56.667+00,2,2,2022-01-16 11:38:55.342+00,2022-01-16 11:38:56.679+00,
588,Mạch nhanh,,,,2022-01-17 11:09:13.36+00,1,1,2022-01-17 11:09:11.931+00,2022-01-17 11:09:13.376+00,
633,Thay đổi giọng nói,,,,2022-01-18 02:40:07.894+00,1,1,2022-01-18 02:40:06.096+00,2022-01-18 02:40:07.907+00,
640,Dịch xanh lá ở dương vật,,,,2022-01-18 02:46:33.692+00,1,1,2022-01-18 02:46:32.18+00,2022-01-18 02:46:33.705+00,
737,Nổi cục ở dây thần kinh ngoại vi,,,,2022-01-18 04:38:49.628+00,1,1,2022-01-18 04:38:46.141+00,2022-01-18 04:38:49.641+00,
641,Đau tinh hoàn,,,,2022-01-18 02:47:05.269+00,1,1,2022-01-18 02:47:03.773+00,2022-01-18 02:47:05.283+00,
643,Tăng tiết dịch âm đạo,,,,2022-01-18 02:48:11.721+00,1,1,2022-01-18 02:48:10.379+00,2022-01-18 02:48:11.736+00,
646,Khẩu cái bị xung huyết,,,,2022-01-18 02:50:17.492+00,1,1,2022-01-18 02:50:15.982+00,2022-01-18 02:50:17.506+00,
647,Khẩu cái tiết nhiều dịch,,,,2022-01-18 02:50:50.136+00,1,1,2022-01-18 02:50:48.634+00,2022-01-18 02:50:50.15+00,
111,Chán ăn,,,,2022-01-14 03:51:01.481+00,2,2,2022-01-14 03:43:37.121+00,2022-01-14 03:51:01.522+00,
112,Nhịp tim nhanh,,,,2022-01-14 03:54:56.367+00,2,1,2022-01-14 03:44:05.916+00,2022-01-14 03:54:56.382+00,
113,Rối loạn về cảm xúc,"Rối loạn về cảm xúc: dễ cáu, dễ xúc động, kiềm chế được.",,,2022-01-14 03:55:02.751+00,1,1,2022-01-14 03:44:06.951+00,2022-01-14 03:55:02.775+00,
475,Nổi mụn nhọt,,,,2022-01-15 15:54:11.581+00,3,3,2022-01-15 15:54:10.057+00,2022-01-15 15:54:11.594+00,
62,Ngứa hậu môn,"(Xem thêm Đánh giá các rối loạn hậu môn trực tràng<br>.)<br>Da quanh hậu môn bị ngứa có thể do nhiều nguyên nhân (xem Bảng: Một số nguyên nhân gây ngứa hậu môn<br>). Tình trạng này còn được gọi là ngứa hậu môn. Đôi khi, sự kích thích bị bệnh nhân hiểu nhầm là đau, do đó các nguyên nhân khác của đau quanh hậu môn (ví dụ áp xe hoặc ung thư) nên được loại trừ.",[],,2022-01-12 12:40:06.729+00,1,1,2022-01-12 10:06:17.771+00,2022-01-12 12:40:06.749+00,
115,Rối loạn kinh nguyệt,,,,2022-01-14 03:54:10.898+00,2,1,2022-01-14 03:44:54.322+00,2022-01-14 03:54:17.836+00,
226,Bìu không có tinh hoàn,,,,2022-01-14 07:43:57.182+00,2,2,2022-01-14 07:43:55.761+00,2022-01-14 07:43:57.196+00,
108,Dị cảm,"**Dị cảm:** là những cảm giác không thật, bất thường do bệnh nhân tự cảm thấy. Ví dụ như cảm giác tê bì ở đầu ngón, cảm giác kiến bò. Có cảm giác như ve kêu, cối xay lúa trong tai, tiếng này tồn tại cả ngày lẫn đêm, có khi ảnh hưởng đến mọi sinh hoạt, giấc ngủ và sức khỏe của người bệnh.",,Nam,2022-01-14 03:55:07.48+00,1,1,2022-01-14 03:41:47.918+00,2022-01-14 03:55:07.493+00,
182,Đau bụng vùng thượng vị,"**Đau bụng vùng thượng vị**: Đây là dấu hiệu chính của bệnh, cơn đau thường kéo dài âm ỉ hoặc kéo dài từng cơn đi kèm cảm giác bỏng rát. Cơn đau xuất hiện vào lúc đói hoặc vào ban đêm có thể kéo dài từ vài phút đến vài giờ.",,,2022-01-14 06:58:21.416+00,1,1,2022-01-14 06:58:19.949+00,2022-01-14 06:59:43.613+00,
148,Đau lưng,,,,2022-01-14 04:44:46.344+00,3,3,2022-01-14 04:44:44.36+00,2022-01-14 04:44:46.355+00,
272,Co thắt bụng,,,,2022-01-14 09:11:42.326+00,1,1,2022-01-14 09:11:38.911+00,2022-01-14 09:11:42.343+00,
275,Ngứa da,,,,2022-01-14 09:13:02.939+00,2,2,2022-01-14 09:13:01.432+00,2022-01-14 09:13:02.956+00,
330,Ho khan,,,,2022-01-14 14:22:08.349+00,3,3,2022-01-14 14:22:06.997+00,2022-01-14 14:22:08.362+00,
394,Phù chân,,,,2022-01-15 07:00:40.314+00,1,1,2022-01-15 07:00:38.966+00,2022-01-15 07:00:40.345+00,
396,Sưng mắt,,,,2022-01-15 07:01:18.937+00,2,2,2022-01-15 07:01:17.639+00,2022-01-15 07:01:18.95+00,
458,Nhồi máu não,,,,2022-01-15 15:29:07.613+00,3,3,2022-01-15 15:29:05.913+00,2022-01-15 15:29:07.628+00,
462,Teo cơ,,,,2022-01-15 15:31:49.275+00,3,3,2022-01-15 15:31:47.568+00,2022-01-15 15:31:49.295+00,
534,Dị ứng phấn hoa,,,,2022-01-16 11:39:06.672+00,2,2,2022-01-16 11:39:04.872+00,2022-01-16 11:39:06.683+00,
463,Da khô,,,,2022-01-15 15:32:09.603+00,3,3,2022-01-15 15:32:08.013+00,2022-01-15 15:32:09.626+00,
589,Tiểu tiện ít,,,,2022-01-17 11:09:51.224+00,1,1,2022-01-17 11:09:49.662+00,2022-01-17 11:09:51.24+00,
634,Có khối ở cổ,,,,2022-01-18 02:40:50.807+00,1,1,2022-01-18 02:40:49.351+00,2022-01-18 02:40:50.824+00,
635,Vướng họng,,,,2022-01-18 02:41:20.86+00,1,1,2022-01-18 02:41:19.322+00,2022-01-18 02:41:20.876+00,
739,Tổn thương da,,,,2022-01-18 04:43:38.6+00,1,1,2022-01-18 04:43:36.783+00,2022-01-18 04:43:38.613+00,
636,Nghẹn,,,,2022-01-18 02:42:02.781+00,1,1,2022-01-18 02:42:01.442+00,2022-01-18 02:42:02.796+00,
58,Các vấn đề liên quan đến tình trạng khí,"Ruột chứa < 200 mL khí, trong khi đó khí thải hàng ngày trung bình 600-700 mL sau khi tiêu thụ chế độ ăn tiêu chuẩn thêm 200 g đậu nướng. Khoảng 75% hơi trong ruột xuất phát từ quá trình lên men các chất dinh dưỡng đã tiêu hóa và glycoprotein nội sinh của vi khuẩn ở đại tràng. Khí bao gồm hydro (H2), mêtan (CH4) và carbon dioxide (CO2). Mùi khí trong ruột tương quan với nồng độ hydro sunfua (H2S). Nuốt không khí (chứng nuốt hơi) và sự khuếch tán từ máu vào trong lòng ống tiêu hóa cũng góp phần làm tăng khí trong ruột. Hướng khuếch tán của khí giữa lòng ruột và máu phụ thuộc vào sự chênh lệch áp suất riêng phần. Như vậy, hầu hết nitơ (N2) trong lòng mạch bắt nguồn từ dòng máu, và phần lớn khí hydro trong máu xuất phát từ lòng ruột.",[],,2022-01-12 12:19:21.136+00,1,1,2022-01-12 10:06:17.748+00,2022-01-12 12:19:21.162+00,
109,Thay đổi màu sắc da,,,,2022-01-14 03:54:05.064+00,2,2,2022-01-14 03:42:24.175+00,2022-01-14 03:54:05.079+00,
43,Các vật trôi nổi,Vẩn đục dịch kính là những mảnh tổ chức di chuyển qua trục thị giác không tương xứng với vật quan sát bên ngoài.,"[""triệu chứng ruồi bay trước mắt""]",,2022-01-12 12:00:36.197+00,1,3,2022-01-12 10:06:17.609+00,2022-01-12 12:00:36.209+00,
59,Buồn nôn trong giai đoạn đầu của thai kỳ,"Buồn nôn và nôn thường xuất hiện ở 80% phụ nữ có thai. Triệu chứng thường gặp nhất và nặng nhất trong giai đoạn 3 tháng đầu của thai kỳ. Mặc dù các triệu chứng ốm nghén thường xảy ra vào buổi sáng như, buồn nôn, nôn, hoặc cả hai đều có thể xảy ra bất cứ lúc nào trong ngày. Các triệu chứng dao động từ nhẹ đến nặng (gọi là chứng ốm nghén nặng)<br>Chứng ốm nghén nặng là tình trạng nôn nặng, kéo dài do thai nghén, gây ra mất nước đáng kể, thường có bất thường điện giải, nhiễm toan và giảm cân (xem Chứng nôn nghén nặng<br>).","[""nôn ói trong giai đoạn đầu của thai kỳ""]",,2022-01-12 12:03:49.014+00,1,3,2022-01-12 10:06:17.753+00,2022-01-12 12:03:49.027+00,
114,Rối loạn trí nhớ,"Rối loạn trí nhớ: giảm trí nhớ gần, khả năng sắp xếp lại theo trình tự giảm",,Nam,2022-01-14 03:50:46.792+00,1,1,2022-01-14 03:44:42.092+00,2022-01-14 03:50:46.815+00,
149,Nói ít,,,,2022-01-14 04:45:07.4+00,1,1,2022-01-14 04:45:05.821+00,2022-01-14 04:45:07.412+00,
183,Ợ hơi,,,,2022-01-14 07:00:00.54+00,1,1,2022-01-14 06:59:58.918+00,2022-01-14 07:00:00.553+00,
227,Ống bẹn có khối u ,,,,2022-01-14 07:44:08.934+00,2,2,2022-01-14 07:44:07.14+00,2022-01-14 07:44:08.945+00,
228,Nước tiểu trắng đục,,,,2022-01-14 07:44:33.893+00,1,1,2022-01-14 07:44:32.42+00,2022-01-14 07:44:33.905+00,
273,Vã mồ hôi,,,,2022-01-14 09:11:44.103+00,2,2,2022-01-14 09:11:42.394+00,2022-01-14 09:11:44.178+00,
274,Vàng mắt,,,,2022-01-14 09:12:41.283+00,2,2,2022-01-14 09:12:39.72+00,2022-01-14 09:12:41.318+00,
395,Mắt bị đỏ,,,,2022-01-15 07:01:12.791+00,2,2,2022-01-15 07:01:11.369+00,2022-01-15 07:01:12.803+00,
459,Liệt một nửa người,,,,2022-01-15 15:30:22.947+00,3,3,2022-01-15 15:30:21.257+00,2022-01-15 15:30:22.96+00,
535,Nghẹt mũi,,,,2022-01-16 11:43:07.51+00,2,2,2022-01-16 11:43:05.806+00,2022-01-16 11:43:07.522+00,
637,Ho kéo dài,,,,2022-01-18 02:42:49.099+00,1,1,2022-01-18 02:42:46.451+00,2022-01-18 02:42:49.112+00,
590,Phân toàn nước màu trắng đục,,,,2022-01-18 01:49:15.315+00,1,1,2022-01-18 01:49:13.566+00,2022-01-18 01:49:37.402+00,
638,Dịch vàng ở dương vật,,,,2022-01-18 02:46:05.851+00,1,1,2022-01-18 02:46:04.151+00,2022-01-18 02:46:05.867+00,
740,Nóng rát ngực,,,,2022-01-18 04:44:28.391+00,1,1,2022-01-18 04:44:26.892+00,2022-01-18 04:44:28.444+00,
639,Dịch trắng ở dương vật,,,,2022-01-18 02:46:22.782+00,1,1,2022-01-18 02:46:21.212+00,2022-01-18 02:46:22.8+00,
645,Đại tiện đau,,,,2022-01-18 02:49:27.492+00,1,1,2022-01-18 02:49:26.041+00,2022-01-18 02:49:27.507+00,
743,Viêm thanh quản,,,,2022-01-18 04:46:22.089+00,1,1,2022-01-18 04:46:20.637+00,2022-01-18 04:46:22.1+00,
55,Tiêu chảy ở trẻ em,"Tiêu chảy là đi ngoài phân lỏng hoặc tóe nước ở các trẻ bình thường .<br>Tiêu chảy có thể kèm theo biếng ăn, nôn mửa, giảm cân cấp tính, đau bụng, sốt, hoặc đi ngoài phân máu. Nếu tiêu chảy nặng hoặc kéo dài, có thể có mất nước. Ngay cả khi không mất nước, tiêu chảy mãn tính thường dẫn đến sụt cân hoặc không tăng cân.<br>Tiêu chảy là một vấn đề thường gặp trong nhi khoa và là nguyên nhân gây ra khoảng 1,5 triệu người chết / năm trên toàn thế giới. Nó chiếm khoảng 9% số trường hợp nhập viện ở Mỹ ở trẻ em < 5 năm.<br>Tiêu chảy ở người lớn<br>được thảo luận ở phần khác.",[],,2022-01-12 12:43:38.294+00,1,1,2022-01-12 10:06:17.734+00,2022-01-12 12:43:38.307+00,
184,Ợ chua,,,,2022-01-14 07:00:10.672+00,1,1,2022-01-14 07:00:08.944+00,2022-01-14 07:00:10.686+00,
229,Suy dinh dưỡng,,,,2022-01-14 07:47:50.628+00,1,1,2022-01-14 07:47:48.824+00,2022-01-14 07:47:50.649+00,
110,Rối loạn về giấc ngủ,"Rối loạn về giấc ngủ: mất ngủ, giảm chất lượng giấc ngủ.",,Nam,2022-01-14 03:55:11.531+00,1,1,2022-01-14 03:43:28.206+00,2022-01-14 03:55:11.547+00,
151,Mụn chứng cá,,,,2022-01-14 04:46:02.706+00,3,3,2022-01-14 04:45:54.199+00,2022-01-14 04:46:02.719+00,
276,Nóng rát vùng mông,,,,2022-01-14 09:22:36.577+00,1,1,2022-01-14 09:22:34.691+00,2022-01-14 09:22:36.591+00,
153,Hói đầu,,,,2022-01-14 04:46:27.461+00,3,3,2022-01-14 04:46:24.992+00,2022-01-14 04:46:27.472+00,
334,Tiểu ra máu,,,,2022-01-14 14:24:35.723+00,3,3,2022-01-14 14:24:32.515+00,2022-01-14 14:24:35.735+00,
335,Cao huyết áp,,,,2022-01-14 14:24:59.135+00,3,3,2022-01-14 14:24:56.076+00,2022-01-14 14:24:59.15+00,
397,Rối loạn hấp thu,,,,2022-01-15 07:04:56.326+00,3,3,2022-01-15 07:04:54.868+00,2022-01-15 07:04:56.341+00,
460,Đau khi đi lại,,,,2022-01-15 15:31:03.767+00,3,3,2022-01-15 15:31:01.73+00,2022-01-15 15:31:03.781+00,
461,Chi lạnh,,,,2022-01-15 15:31:35.185+00,3,3,2022-01-15 15:31:33.432+00,2022-01-15 15:31:35.198+00,
536,Nhịp thở nhanh,,,,2022-01-16 11:44:24.299+00,2,2,2022-01-16 11:44:23.037+00,2022-01-16 11:44:24.313+00,
591,Ổ áp xe đỏ,,,,2022-01-18 01:54:03.602+00,1,1,2022-01-18 01:54:02.113+00,2022-01-18 01:54:03.615+00,
648,Hạch bạch huyết tại cổ,,,,2022-01-18 02:51:36.618+00,1,1,2022-01-18 02:51:34.85+00,2022-01-18 02:51:36.629+00,
649,Hạch bạch huyết tại hàm,,,,2022-01-18 02:51:48.802+00,1,1,2022-01-18 02:51:47.39+00,2022-01-18 02:51:48.814+00,
741,Cảm giác khối u chặn họng,,,,2022-01-18 04:45:13.031+00,1,1,2022-01-18 04:45:11.516+00,2022-01-18 04:45:13.041+00,
652,Hơi thở hôi,,,,2022-01-18 02:53:16.866+00,1,1,2022-01-18 02:53:15.101+00,2022-01-18 02:53:16.877+00,
73,Đau vú,Chứng đau ngực là phổ biến và có thể khu trú tại chỗ hoặc lan toả và có thể một hay cả 2 bên,[],,2022-01-12 12:29:38.619+00,1,1,2022-01-12 10:06:17.861+00,2022-01-12 12:29:38.631+00,
63,Tiểu buốt,"<br><br>Tiểu buốt là tình trạng đau hoặc khó chịu khi đi tiểu, điển hình là cảm giác đau buốt, nóng rát. Một số bệnh lý gây đau trên bàng quang hoặc đáy chậu. Tiểu buốt là một triệu chứng rất phổ biến ở phụ nữ, nhưng nó có thể xảy ra ở cả nam giới và ở mọi lứa tuổi.",[],Nam,2022-01-12 12:31:21.831+00,1,1,2022-01-12 10:06:17.778+00,2022-01-14 05:00:40.9+00,
230,Thóp chậm liền,,,,2022-01-14 07:48:21.676+00,1,1,2022-01-14 07:48:20.105+00,2022-01-14 07:48:21.691+00,
185,Sưng và cứng khớp,,,,2022-01-14 07:02:04.57+00,1,1,2022-01-14 07:02:02.984+00,2022-01-14 07:02:04.588+00,
154,Mất ngủ,,,,2022-01-14 04:50:51.864+00,3,3,2022-01-14 04:50:50.379+00,2022-01-14 04:50:51.883+00,
187,Đỏ vùng da quanh khớp,,,,2022-01-14 07:02:39.392+00,1,1,2022-01-14 07:02:37.753+00,2022-01-14 07:02:39.403+00,
234,Giảm ham muốn tình dục,,,,2022-01-14 07:51:35.071+00,3,3,2022-01-14 07:51:28.432+00,2022-01-14 07:51:35.086+00,
277,Đau nhói vùng mông,,,,2022-01-14 09:22:48.793+00,1,1,2022-01-14 09:22:46.845+00,2022-01-14 09:22:48.813+00,
336,Ứ mật,"Ứ mật là tình trạng mà mật bị tích tụ lại trong gan do đường dẫn mật bị tắc trong khi mật vẫn tiếp tục được sản xuất, kết quả là mật tích tụ bên trong gan ngày càng nhiều.",,,2022-01-14 14:28:07.581+00,3,3,2022-01-14 14:28:05.795+00,2022-01-14 14:28:07.592+00,
398,Yếu cơ vùng đầu mặt cổ,"sụp mi, nhìn đôi,nhìn mờ, liệt mặt, nuốt khó, nhai khó, đùn nước bọt, thay đổi giọng nói, đầu thường rũ xuống, nét mặt thường buồn rầu, mệt mỏi.",,,2022-01-15 07:08:06.104+00,3,3,2022-01-15 07:08:02.838+00,2022-01-15 07:08:06.122+00,
464,Nốt màu đỏ trên bề mặt da,,,,2022-01-15 15:35:08.792+00,3,3,2022-01-15 15:35:06.873+00,2022-01-15 15:35:08.817+00,
537,Lợi teo rút,,,,2022-01-16 12:02:08.021+00,2,2,2022-01-16 12:02:06.866+00,2022-01-16 12:02:08.038+00,
592,Sưng nề vùng da xung quanh,,,,2022-01-18 01:54:19.818+00,1,1,2022-01-18 01:54:18.354+00,2022-01-18 01:54:19.836+00,
650,Amidan trắng,,,,2022-01-18 02:52:24.377+00,1,1,2022-01-18 02:52:22.405+00,2022-01-18 02:52:24.39+00,
651,Amidan vàng,,,,2022-01-18 02:52:35.304+00,1,1,2022-01-18 02:52:33.773+00,2022-01-18 02:52:35.318+00,
742,Ho mãn tính,,,,2022-01-18 04:46:00.286+00,1,1,2022-01-18 04:45:58.669+00,2022-01-18 04:46:00.297+00,
69,Vô kinh,"Vô kinh (không có kinh nguyệt) có thể là nguyên phát hoặc thứ phát.<br>Vô kinh nguyên phát là sự mất kinh nguyệt xảy ra bởi một trong những đặc điểm sau đây:<br>Tuổi 16 hoặc 2 năm, sau khi đã có những dấu hiệu dậy thì<br>Khoảng 14 tuổi ở những bé gái chưa trải qua tuổi dậy thì (ví dụ như tăng trưởng nhanh, phát triển các đặc điểm sinh dục thứ phát)<br>Nếu bệnh nhân không có chu kỳ kinh nguyệt ở tuổi 13 và không có dấu hiệu của dậy thì (ví dụ như phát triển vú), họ cần được đánh giá về chứng vô kinh nguyên phát.<br>Vô kinh thứ phát là bỗng nhiên ngưng kinh nguyệt sau khi họ đã có Thông thường, bệnh nhân cần được đánh giá về chứng vô kinh thứ phát nếu kinh nguyệt không có ≥ 3 tháng hoặc ≥ 3 chu kỳ điển hình bởi vì từ lần hành kinh đầu tiên đến tiền mãn kinh, một chu kỳ kinh nguyệt kéo dài > 90 ngày là rất hiếm .",[],,2022-01-12 12:44:29.257+00,1,1,2022-01-12 10:06:17.82+00,2022-01-12 12:44:29.27+00,
155,Da nhợt nhạt,,,,2022-01-14 04:53:39.016+00,1,1,2022-01-14 04:53:37.217+00,2022-01-14 04:53:39.03+00,
157,Khó chịu,,,,2022-01-14 04:54:29.943+00,1,1,2022-01-14 04:54:28.19+00,2022-01-14 04:54:29.955+00,
186,Đau khớp,,,,2022-01-14 07:02:24.442+00,1,1,2022-01-14 07:02:22.788+00,2022-01-14 07:02:24.452+00,
188,"Phát ban, ngứa",,,,2022-01-14 07:03:32.144+00,1,1,2022-01-14 07:03:30.585+00,2022-01-14 07:03:32.165+00,
231,Bờ thóp mềm,,,,2022-01-14 07:49:36.685+00,1,1,2022-01-14 07:49:34.897+00,2022-01-14 07:49:36.695+00,
232,Vòng đầu to,,,,2022-01-14 07:50:13.277+00,1,1,2022-01-14 07:50:11.443+00,2022-01-14 07:50:13.3+00,
278,Sưng ở vùng chậu,,,,2022-01-14 09:24:50.112+00,1,1,2022-01-14 09:24:48.255+00,2022-01-14 09:24:50.131+00,
235,Giật mình,,,,2022-01-14 07:51:52.09+00,1,1,2022-01-14 07:51:50.525+00,2022-01-14 07:51:52.103+00,
399,Rối loạn ý thức,,,,2022-01-15 07:11:42.64+00,3,3,2022-01-15 07:11:40.725+00,2022-01-15 07:11:42.651+00,
465,Mảng sần trên bề mặt da,,,,2022-01-15 15:35:39.246+00,3,3,2022-01-15 15:35:37.201+00,2022-01-15 15:35:39.281+00,
338,Hấp thụ dinh dưỡng kém,,,,2022-01-14 14:30:13.258+00,3,3,2022-01-14 14:30:11.611+00,2022-01-14 14:30:13.271+00,
538,Đau khi nhai,,,,2022-01-16 12:02:14.096+00,2,2,2022-01-16 12:02:12.714+00,2022-01-16 12:02:14.106+00,
593,Nhìn như cục nhọt lớn,,,,2022-01-18 01:55:13.243+00,1,1,2022-01-18 01:55:11.709+00,2022-01-18 01:55:13.26+00,
653,Viêm mũi xuất tiết,,,,2022-01-18 03:00:36.963+00,1,1,2022-01-18 03:00:35.331+00,2022-01-18 03:00:36.976+00,
744,Sưng quanh hậu môn,,,,2022-01-18 04:48:28.291+00,1,1,2022-01-18 04:48:26.82+00,2022-01-18 04:48:28.303+00,
745,Búi trĩ bên trong hoặc ngoài trực tràng,,,,2022-01-18 04:49:36.29+00,1,1,2022-01-18 04:49:34.73+00,2022-01-18 04:49:36.303+00,
70,Đau bụng kinh,"Chứng đau bụng kinh là đau tử cung quanh thời kỳ kinh nguyệt. Đau có thể xảy ra với kinh nguyệt hoặc trước thời kỳ kinh nguyệt từ 1 đến 3 ngày. Đau có khuynh hướng đạt đỉnh 24 giờ sau khi bắt đầu kinh nguyệt và giảm dần sau 2 đến 3 ngày. Thường đau chói nhưng có thể bị chuột rút, đau dồn dập, hoặc đau nhức, mệt mỏi liên tục; nó có thể lan xuống chân.<br>Nhức đầu, buồn nôn, táo bón hoặc tiêu chảy, đau lưng và đi tiểu thường gặp; nôn đôi khi xảy ra.<br>Triệu chứng của hội chứng tiền kinh nguyệt có thể xảy ra trong một phần hoặc toàn bộ thời gian hành kinh.<br>Đôi khi các cục máu đông hoặc màng trong tử cung bị đẩy ra.",[],,2022-01-12 12:26:08.38+00,1,1,2022-01-12 10:06:17.834+00,2022-01-12 12:26:08.393+00,
405,Đau ở vùng bụng,,,,2022-01-15 07:16:24.229+00,2,2,2022-01-15 07:16:22.52+00,2022-01-15 07:16:24.25+00,
470,Cổ họng khô,,,,2022-01-15 15:48:32.326+00,3,3,2022-01-15 15:48:26.18+00,2022-01-15 15:48:32.341+00,
660,Sốt tăng dần,,,,2022-01-18 03:17:31.823+00,1,1,2022-01-18 03:17:30.461+00,2022-01-18 03:17:31.842+00,
